iter	PRAUC	Logloss
199	0.8350141497	0.5173825037
200	0.8350795019	0.5172965489
201	0.8352399339	0.5170986826
202	0.8354120456	0.5168636613
203	0.8354833393	0.5166982696
204	0.8355639416	0.5164926566
205	0.8357476309	0.5162712687
206	0.835913696	0.5161161003
207	0.8360024761	0.516016922
208	0.8360625617	0.515908958
209	0.8362215552	0.5156014958
210	0.8363565745	0.5153694038
211	0.8365078905	0.515180193
212	0.836584766	0.5150789508
213	0.8366972908	0.514954529
214	0.8368917792	0.5146727779
215	0.8369548683	0.5145148332
216	0.8370686886	0.5143374253
217	0.8372230831	0.5140838835
218	0.8373717574	0.5138618224
219	0.8374979263	0.5137289324
220	0.8376138409	0.51355162
221	0.8378374335	0.5133040734
222	0.8379548674	0.5131073836
223	0.8382315114	0.5128009596
224	0.8384201112	0.5126293323
225	0.8386361172	0.5123854674
226	0.8386846424	0.5121403879
227	0.838817684	0.5119456631
228	0.8390641004	0.5116668502
229	0.8391289747	0.5115658393
230	0.8391761376	0.5115184376
231	0.8393266396	0.511300338
232	0.8394105271	0.5111746664
233	0.8395553108	0.5109694171
234	0.8396545218	0.5108454513
235	0.8398463617	0.5105974923
236	0.839950937	0.5103186298
237	0.8401717739	0.5100472753
238	0.8403852294	0.5098300015
239	0.840481051	0.5096740409
240	0.8406762868	0.509431033
241	0.8408705348	0.5091801599
242	0.841060136	0.5089278301
243	0.8413441595	0.508591401
244	0.841509644	0.5082563513
245	0.8416085304	0.5081031673
246	0.8417701903	0.5078840581
247	0.8419148952	0.5076927384
248	0.8420920787	0.5073811149
249	0.8422394452	0.5071931398
250	0.842334461	0.5070343919
251	0.8424778253	0.5068042794
252	0.8426474968	0.5065831313
253	0.8427742284	0.5063732409
254	0.8428991784	0.5062414208
255	0.8430671194	0.5059506093
256	0.8432220943	0.505706357
257	0.8433056456	0.5055040057
258	0.8435743782	0.5051488672
259	0.843745849	0.5049509391
260	0.8439615365	0.5046829402
261	0.8441047744	0.5044789163
262	0.8443402184	0.5042533241
263	0.8444904887	0.5039476474
264	0.8446203688	0.5037785447
265	0.8447792136	0.5035290042
266	0.845018337	0.5032579856
267	0.8451482486	0.5030542707
268	0.8452592524	0.5028311152
269	0.8454492459	0.5026321643
270	0.8455737685	0.5024346701
271	0.8456491086	0.5022791375
272	0.8458085955	0.5020603881
273	0.8460348967	0.5017033429
274	0.8461925972	0.5015406454
275	0.8463962112	0.5012610015
276	0.8465664888	0.5010196623
277	0.8467430279	0.500740429
278	0.8468299158	0.5004929802
279	0.8470599695	0.5002131573
280	0.8472500909	0.4999653592
281	0.8473800865	0.4997951661
282	0.8475451054	0.4995963458
283	0.847694259	0.4993860797
284	0.8478294047	0.4991916553
285	0.8480261847	0.4989644418
286	0.8481238755	0.4988176341
287	0.848237221	0.4986381349
288	0.8484244942	0.4983635491
289	0.8485749914	0.4981399909
290	0.8486719203	0.4979266224
291	0.8488553343	0.4977121743
292	0.8489562935	0.4975398128
293	0.8490965713	0.4972900974
294	0.8492583903	0.4970737164
295	0.8493981884	0.4967640524
296	0.8495919065	0.4965015519
297	0.8497506482	0.4963017762
298	0.8499103555	0.4961010263
299	0.8500618019	0.4957260738
300	0.8501573574	0.4955880109
301	0.8502170447	0.4953762676
302	0.8504043435	0.4951336908
303	0.8504990891	0.4950082807
304	0.8506683433	0.4947681496
305	0.8507851657	0.4945794933
306	0.8509798493	0.494365859
307	0.8511369911	0.4940898478
308	0.8513054234	0.4938437918
309	0.8514895324	0.4935266704
310	0.8516483448	0.4932406833
311	0.8517747254	0.4930264169
312	0.8518899451	0.4928189578
313	0.8519751587	0.4926331986
314	0.8521786045	0.4923980752
315	0.8523300224	0.4921864448
316	0.852493352	0.4920161696
317	0.8526529035	0.491786289
318	0.8527682962	0.4916122066
319	0.852873215	0.4914678476
320	0.8529766293	0.4912987394
321	0.8530858698	0.4910704049
322	0.8531656772	0.4909307525
323	0.853311136	0.4906956009
324	0.8534160438	0.4905011844
325	0.853550495	0.4903485434
326	0.8536527902	0.4901349297
327	0.8538375421	0.489895649
328	0.8539703726	0.4896541322
329	0.8540997211	0.4895174266
330	0.8541918867	0.4893966039
331	0.8543676688	0.4891540468
332	0.8546123629	0.4888365223
333	0.8547452517	0.488639117
334	0.8548496068	0.4884731319
335	0.855002611	0.4882818774
336	0.8551798626	0.488124771
337	0.8553194822	0.4879137635
338	0.8554111457	0.4877651312
339	0.8555332519	0.4875852734
340	0.8556981599	0.4873677182
341	0.8558576868	0.4871397639
342	0.8559850861	0.4868810205
343	0.8560757268	0.4867101842
344	0.8561544344	0.4866242038
345	0.8562511116	0.4864531384
346	0.8563543709	0.4862714041
347	0.8564074629	0.4861263914
348	0.8565125417	0.4859399815
349	0.8566842158	0.4857284401
350	0.8567794283	0.4855758811
351	0.8568983783	0.4854134802
352	0.8570595446	0.4851538278
353	0.8571876313	0.4849946904
354	0.8574324819	0.4846474328
355	0.8575234075	0.484464038
356	0.8576372433	0.4842514813
357	0.8577826023	0.4840470375
358	0.8579139677	0.4838610955
359	0.8580470158	0.4837096339
360	0.8581856815	0.483516016
361	0.8583881579	0.4832872807
362	0.8584832511	0.4830865385
363	0.8586210734	0.4829245174
364	0.8587042301	0.4827885718
365	0.8587931545	0.4826169384
366	0.8589139895	0.4824344064
367	0.8589447485	0.4823215668
368	0.8590448293	0.482179489
369	0.8591848191	0.4820149595
370	0.8592968795	0.4818930448
371	0.8594449114	0.4816566497
372	0.8595760523	0.4814896333
373	0.8596883124	0.4813569006
374	0.8598763078	0.4810935075
375	0.8600018308	0.4809022577
376	0.8601747485	0.480720679
377	0.8602890948	0.4805278737
378	0.860382185	0.4803366809
379	0.860512632	0.480149035
380	0.8606053602	0.4800424533
381	0.8607985952	0.4797891531
382	0.8608801406	0.4796471126
383	0.8609670151	0.4795406543
384	0.861068154	0.4793589845
385	0.8611805372	0.4791956735
386	0.8612804055	0.4789870893
387	0.8614060382	0.4788598527
388	0.8615256346	0.4786848774
389	0.8616176431	0.4785337376
390	0.8617082401	0.4783927639
391	0.8617530335	0.4782185499
392	0.8618326074	0.4781325283
393	0.8619176085	0.4779829688
394	0.8621339644	0.4777533108
395	0.8622759079	0.477556165
396	0.8624374767	0.4772839285
397	0.8626082291	0.4770639215
398	0.8627592715	0.4768213802
399	0.8629051843	0.476606217
400	0.8629988998	0.476455964
401	0.8631186885	0.476280336
402	0.8632662962	0.4761141226
403	0.8633652858	0.4759400369
404	0.8634949266	0.4757306115
405	0.8636148338	0.4755842777
406	0.8637686034	0.4754004913
407	0.863866335	0.4752815694
408	0.8639809997	0.4750989612
409	0.8641296125	0.4748720201
410	0.864221053	0.4747155292
411	0.8644042146	0.474484152
412	0.8645139699	0.4743431469
413	0.8646000214	0.4741931305
414	0.8647243706	0.4740032332
415	0.8648004072	0.473872884
416	0.864969374	0.4735950416
417	0.8651353336	0.4734225765
418	0.8652586545	0.4732482295
419	0.8654107391	0.4730413145
420	0.8655277354	0.4728751186
421	0.8656793599	0.4726596581
422	0.865973768	0.4724947677
423	0.8661886805	0.4722298667
424	0.8662724148	0.4721211231
425	0.8663654158	0.4718976276
426	0.8665404176	0.4716056381
427	0.866650093	0.4714534108
428	0.8667599393	0.4713131079
429	0.8668511108	0.4711646403
430	0.8670409017	0.4709257541
431	0.8672117213	0.4707256307
432	0.8673627207	0.4705124914
433	0.8674795048	0.4703067364
434	0.8675623037	0.4701341065
435	0.8676473228	0.4700253274
436	0.8677348008	0.4698579961
437	0.8678629239	0.4695994865
438	0.8679764131	0.4693988161
439	0.8681172297	0.4691979488
440	0.8683192105	0.4689575611
441	0.86841168	0.468848339
442	0.8685883208	0.4685392361
443	0.8687274098	0.4683261333
444	0.8688535066	0.4681231864
445	0.8689679494	0.4679293549
446	0.8690508963	0.4677435296
447	0.8691589308	0.4675977703
448	0.8692387095	0.4675106487
449	0.8693603408	0.4673601365
450	0.869434616	0.4672639308
451	0.869502516	0.4671553611
452	0.8695869764	0.4669310422
453	0.8696362303	0.4667713115
454	0.8697548468	0.4665741441
455	0.8699061981	0.4663781909
456	0.8700304139	0.4662010744
457	0.8701738478	0.466020087
458	0.8702673522	0.4658474267
459	0.8703492132	0.4657310097
460	0.8704157902	0.4656442341
461	0.8705311373	0.4655166877
462	0.8705860146	0.465444727
463	0.8706676796	0.4652803409
464	0.8707288946	0.4651934029
465	0.8708976873	0.4649824578
466	0.8710061455	0.4647836289
467	0.8711544866	0.464576418
468	0.8712666375	0.464415707
469	0.871384156	0.4642414793
470	0.8714689012	0.4641411436
471	0.8716173131	0.4638821091
472	0.8716850434	0.4638079942
473	0.8718185275	0.4636153297
474	0.8719278183	0.4634359725
475	0.8720741771	0.4632850452
476	0.8722119798	0.4630978588
477	0.8722864001	0.4629401937
478	0.8723753331	0.4628321576
479	0.8725193319	0.4626325742
480	0.872616518	0.4624950809
481	0.872730896	0.4623575119
482	0.8728436441	0.4621731038
483	0.8729653804	0.4619985519
484	0.8731816974	0.4617392646
485	0.8732757479	0.461594497
486	0.8733926368	0.4614553056
487	0.8735005237	0.4612950078
488	0.8736011344	0.4611460945
489	0.8736933493	0.4609975191
490	0.873782802	0.4608592789
491	0.8738486203	0.4607458402
492	0.8739370876	0.4605990417
493	0.8740752877	0.4603906205
494	0.8741511239	0.4601292741
495	0.8742380209	0.4600119513
496	0.874355927	0.4598228257
497	0.874416919	0.4596699161
498	0.8745596487	0.4594936462
499	0.8746450879	0.459305142
500	0.8746582914	0.459248881
501	0.874738134	0.459135131
502	0.8748355548	0.4589849464
503	0.8749133771	0.458842757
504	0.874985264	0.4586545739
505	0.8750405644	0.4585262289
506	0.8752024041	0.4583011456
507	0.8752682803	0.4581769653
508	0.8754191669	0.4579466622
509	0.8755796128	0.4577516679
510	0.8756915856	0.4575703403
511	0.8758586584	0.4573560783
512	0.8759417226	0.4572080968
513	0.8760617987	0.4570581202
514	0.8761542097	0.4569097017
515	0.8762513796	0.4567839732
516	0.8763151579	0.4566331466
517	0.876404794	0.4565151403
518	0.8764557082	0.4564074943
519	0.8765262633	0.456282982
520	0.8766045479	0.4561755443
521	0.8767660374	0.4559593999
522	0.8768939911	0.4557569943
523	0.8769379332	0.4556906667
524	0.8770599898	0.4555097617
525	0.8771875309	0.4553409443
526	0.8772232055	0.4552951703
527	0.8773311191	0.4551483604
528	0.8774038329	0.4550141357
529	0.8775086816	0.4548656076
530	0.8776202378	0.4546761305
531	0.8776862008	0.4545580284
532	0.8777462258	0.4544899978
533	0.8778399694	0.4543403498
534	0.8779197977	0.4541831203
535	0.8781121001	0.4539316623
536	0.8781986726	0.4538062214
537	0.8783055658	0.4536941797
538	0.878375866	0.4535701082
539	0.8784397283	0.4534259253
540	0.8785267276	0.4532862569
541	0.8785629246	0.4532178395
542	0.8786604277	0.4530729033
543	0.8787444509	0.4529325145
544	0.8788425921	0.4527727985
545	0.8789096408	0.4526149992
546	0.8789863281	0.4525120124
547	0.8790635749	0.4524136573
548	0.8791451363	0.4523066054
549	0.8792885927	0.4520993194
550	0.87942123	0.4519449889
551	0.8795063951	0.4518274825
552	0.8795821922	0.4516849501
553	0.8797242362	0.451472162
554	0.8798413034	0.4513385656
555	0.8799568344	0.4511681256
556	0.8800447933	0.4510264256
557	0.8801244487	0.4508988575
558	0.8802133493	0.4507610062
559	0.8803097389	0.4506263306
560	0.8804060774	0.450501631
561	0.8805432389	0.4503710742
562	0.8806328887	0.4502478139
563	0.880712857	0.4500617967
564	0.8808390312	0.4499390631
565	0.8808673709	0.4498816357
566	0.8809670006	0.4496837351
567	0.8810960929	0.4495256138
568	0.8811905475	0.449360685
569	0.8812947742	0.4492340091
570	0.8813662125	0.4491136708
571	0.881480052	0.4489601534
572	0.8815620699	0.4487903412
573	0.8816964172	0.4485926648
574	0.881818918	0.4484048006
575	0.8818705901	0.4483044911
576	0.8819779673	0.4482027757
577	0.8820389457	0.4480654281
578	0.8821071151	0.447938427
579	0.8821936871	0.4477909869
580	0.8822624842	0.4476661549
581	0.8823213206	0.4475803971
582	0.8823780035	0.4474434627
583	0.8824858424	0.4473130431
584	0.88262138	0.4471613964
585	0.8827414884	0.4470087876
586	0.8828623743	0.446840213
587	0.882912216	0.4467262593
588	0.8830354871	0.446534011
589	0.8830774588	0.4464470041
590	0.8831776117	0.4462756584
591	0.8832668132	0.446103704
592	0.8833718332	0.4459958221
593	0.8834501752	0.4458994809
594	0.8835066842	0.4457770767
595	0.8835976953	0.4456266427
596	0.8836841742	0.4455081743
597	0.8838069552	0.4453656777
598	0.8838727329	0.4453124053
599	0.8839247021	0.4452186371
600	0.8839902601	0.4450790937
601	0.8840384781	0.4450170039
602	0.8841273027	0.4449239937
603	0.8842306039	0.4447361718
604	0.8843106676	0.4446309852
605	0.8843749969	0.4445220574
606	0.8844512219	0.4444205118
607	0.8845435629	0.4442583297
608	0.8846153405	0.4441475906
609	0.8847186747	0.4439851078
610	0.8848424832	0.4438098635
611	0.8849481536	0.4436776177
612	0.8850098277	0.4435641115
613	0.8851008796	0.4433936322
614	0.8851815701	0.4432952241
615	0.8852784474	0.4431359254
616	0.8853767086	0.4430032033
617	0.8854800491	0.4428440225
618	0.8855461134	0.442732077
619	0.8856055009	0.442574347
620	0.885708983	0.4424043647
621	0.8857889944	0.4423053784
622	0.8859335527	0.4420617998
623	0.8860314331	0.4418920954
624	0.8860852216	0.4417559793
625	0.8861827316	0.4415925188
626	0.8862889754	0.4414179489
627	0.8863611488	0.4413080519
628	0.8864384231	0.4411622431
629	0.8865006366	0.4410543425
630	0.8865983702	0.4409249641
631	0.8866386748	0.4408477938
632	0.8866973413	0.4407250777
633	0.8867606861	0.4406196244
634	0.8868862551	0.4403962014
635	0.8869673671	0.4402687121
636	0.8870218178	0.4401785388
637	0.887085873	0.4400605432
638	0.88715792	0.4399512933
639	0.8873143051	0.4397627394
640	0.8874025685	0.4396119157
641	0.88749287	0.4395001113
642	0.88759544	0.4393565166
643	0.8877106627	0.4392540063
644	0.887760705	0.4391960513
645	0.88785629	0.4390503096
646	0.8879682146	0.4388862395
647	0.8880261746	0.438741377
648	0.8880614455	0.4386952825
649	0.8881240077	0.4385622562
650	0.8882053533	0.4384237442
651	0.8882843792	0.4383249517
652	0.8883438321	0.4381680218
653	0.88840666	0.4380733522
654	0.8884821689	0.4379536952
655	0.88861093	0.4377764926
656	0.8887196376	0.4376108637
657	0.8888077487	0.4374193098
658	0.8888698999	0.4373409928
659	0.8889138578	0.4372225129
660	0.8889825127	0.4371115783
661	0.8890574616	0.4370028123
662	0.8891216437	0.4368908271
663	0.8892107568	0.4367767051
664	0.8892623912	0.4366819214
665	0.8893138439	0.4365999288
666	0.8894015919	0.4364714044
667	0.889505921	0.4363370939
668	0.8895792269	0.4361794936
669	0.8896720535	0.4360349426
670	0.8897457453	0.4359094949
671	0.8898307981	0.4357828957
672	0.8899431324	0.4356356395
673	0.8900016492	0.4354934792
674	0.8901226245	0.4353354796
675	0.8901619103	0.4352619562
676	0.8902208303	0.4351473891
677	0.89028188	0.4350420427
678	0.8903692757	0.4348519217
679	0.8904442292	0.4347120308
680	0.8904647682	0.434655106
681	0.8905382986	0.4344983462
682	0.8906266819	0.4343746041
683	0.8906666898	0.4342951748
684	0.8907517418	0.4342014827
685	0.8908310574	0.4341287041
686	0.8908836086	0.4340020505
687	0.8909572628	0.4339081622
688	0.8910505258	0.4336931991
689	0.891128765	0.433568531
690	0.8912166916	0.4334102413
691	0.8913026416	0.4332848805
692	0.8913592634	0.4331681248
693	0.8914197788	0.4330478482
694	0.8915228468	0.4329039803
695	0.8915711046	0.4328325546
696	0.8916727638	0.4326620748
697	0.8917763935	0.4324789325
698	0.8918387382	0.4323788248
699	0.8919055662	0.4322915568
700	0.8919889853	0.4321420206
701	0.8920532484	0.4320498042
702	0.8921077099	0.4319457776
703	0.8921993478	0.4317998943
704	0.8922546744	0.4316883087
705	0.8923413693	0.4315097993
706	0.8924214343	0.4313840601
707	0.8925102316	0.4312928841
708	0.8925938234	0.4311860597
709	0.8926251373	0.4310268492
710	0.8926968156	0.4308858758
711	0.8927637835	0.4307388044
712	0.8928352137	0.4306602034
713	0.892884888	0.4306068152
714	0.8929484933	0.430489528
715	0.8930287487	0.4303646344
716	0.8931142039	0.4302544895
717	0.8931956976	0.4301134147
718	0.8932280879	0.4300617284
719	0.8933097712	0.4299644426
720	0.8933791203	0.4297912983
721	0.893438491	0.4296594153
722	0.8935321362	0.4294835849
723	0.8936540678	0.4293209068
724	0.8937772297	0.4291537954
725	0.8938755774	0.4290451461
726	0.8939583075	0.4289349872
727	0.8940191787	0.4288639143
728	0.8940700053	0.4287752419
729	0.8941602529	0.4286736772
730	0.894220441	0.4284939284
731	0.8942599317	0.4283920455
732	0.8943214825	0.4282717585
733	0.8943885809	0.4281650057
734	0.8944857088	0.4280229512
735	0.8945700426	0.4279070138
736	0.8946592383	0.4278089453
737	0.8947401439	0.4276565737
738	0.8947913651	0.4275850996
739	0.8948969742	0.4274704438
740	0.8949528938	0.4273721364
741	0.8950066026	0.4272806601
742	0.8951194936	0.4270970827
743	0.8952007899	0.4269694793
744	0.8952681056	0.4268604319
745	0.8953236962	0.4267482596
746	0.8954021203	0.4266227893
747	0.8954539814	0.4265190889
748	0.8955607193	0.4263863432
749	0.8956403976	0.4262482115
750	0.8957013358	0.4261486788
751	0.8957366808	0.4260552847
752	0.8957585761	0.4260028093
753	0.8958048089	0.4259423616
754	0.8958343656	0.4258551916
755	0.8958958246	0.4257280935
756	0.8959514599	0.4256226089
757	0.8960037378	0.4254797914
758	0.8960564879	0.425404896
759	0.8961655083	0.4252848551
760	0.8962474506	0.4251233255
761	0.8963005753	0.4250141324
762	0.8963394487	0.4249578899
763	0.8964182663	0.4248526431
764	0.8964929237	0.4246909002
765	0.8965999695	0.4245853099
766	0.8966499969	0.4244966483
767	0.8967875404	0.4242558089
768	0.8968999088	0.4240383883
769	0.8969367026	0.4239798102
770	0.8970240285	0.4238710347
771	0.8971180368	0.423725808
772	0.8971644297	0.4236164194
773	0.8972139362	0.4234778791
774	0.897272643	0.4233943909
775	0.8973387534	0.4232885901
776	0.8974080505	0.4231908529
777	0.8974546199	0.423109289
778	0.8975445516	0.4230056677
779	0.8975808585	0.4229098424
780	0.8976408048	0.4228134689
781	0.8976963585	0.4227167858
782	0.8977681286	0.4225937303
783	0.8978387995	0.4225151214
784	0.8979527085	0.4223288771
785	0.8979957664	0.4221950859
786	0.8980713609	0.4220908274
787	0.8981122892	0.4220303321
788	0.8982036844	0.4218975856
789	0.8982635147	0.4217891401
790	0.8983100737	0.4216878105
791	0.898364732	0.4215613389
792	0.8984380191	0.4213799399
793	0.8985064359	0.4213068131
794	0.8985845058	0.4212092503
795	0.8986861067	0.4210159223
796	0.8987942703	0.4208746092
797	0.8988864856	0.4207405293
798	0.8989660752	0.4205803732
799	0.8990348942	0.4204021544
800	0.8991159583	0.4202244958
801	0.8991883998	0.4201226001
802	0.8992926916	0.4199606806
803	0.8993353815	0.4198707631
804	0.8994393896	0.419708747
805	0.8995056975	0.4195686212
806	0.8995683003	0.4193979104
807	0.8996545375	0.4192888117
808	0.8996934891	0.4192309528
809	0.8997492146	0.4191446075
810	0.8998174806	0.4190064712
811	0.8998756023	0.4189056437
812	0.8999771377	0.4187263552
813	0.9000472411	0.4186246772
814	0.9000961308	0.4185280755
815	0.9001324421	0.4184747844
816	0.9002403398	0.4183234082
817	0.9002960343	0.4182472976
818	0.9003630251	0.4181473832
819	0.9004248033	0.4180612783
820	0.9004679857	0.417981325
821	0.9005149412	0.4178646203
822	0.9005484217	0.4177325348
823	0.9006249086	0.41755908
824	0.900738961	0.4173555262
825	0.90078694	0.4172776526
826	0.9008409225	0.41718589
827	0.9009278936	0.4170456729
828	0.9009899147	0.4169382312
829	0.9010497024	0.4168122041
830	0.9011426974	0.4166609932
831	0.9012634307	0.4164817631
832	0.9013280986	0.4163423819
833	0.9014150599	0.4161873187
834	0.9014465278	0.4161272875
835	0.9015220736	0.416025146
836	0.9015626452	0.415951513
837	0.9016205989	0.4158613545
838	0.9016478125	0.4158363372
839	0.9017189453	0.4156900055
840	0.9017973467	0.4156023289
841	0.9018406737	0.4154966896
842	0.9018928426	0.415391535
843	0.9019639082	0.4153092649
844	0.9020305204	0.4151740862
845	0.9021485049	0.4150304469
846	0.9021995854	0.4149310057
847	0.902276064	0.4147615122
848	0.9023440431	0.4145869586
849	0.9024164537	0.4144643139
850	0.9024947196	0.4143446459
851	0.9025272909	0.414261065
852	0.9025851756	0.4141722004
853	0.9026342065	0.4140955206
854	0.9027189082	0.4139385419
855	0.9028041222	0.4138412342
856	0.9028553628	0.413718935
857	0.9029197132	0.4135332124
858	0.9029716931	0.4134364826
859	0.9030455551	0.4133093923
860	0.9030953077	0.4132339616
861	0.903112337	0.4131956403
862	0.9031729922	0.4130932892
863	0.9032507765	0.412970409
864	0.9032812537	0.4128495918
865	0.9033345479	0.4127915007
866	0.9033800753	0.4127111608
867	0.9034295395	0.4126031151
868	0.9034914996	0.4125370222
869	0.9035931001	0.4123809192
870	0.9036741668	0.4122175828
871	0.9037305278	0.4121212853
872	0.9038021912	0.411950015
873	0.9038621186	0.4118691153
874	0.9038834863	0.4118233294
875	0.9039702019	0.4116785489
876	0.9040245407	0.4115734492
877	0.9040619225	0.4115043231
878	0.9041169111	0.411405556
879	0.9042004052	0.4112724862
880	0.9042368441	0.411160991
881	0.9043085537	0.4109951969
882	0.9043996044	0.4108387631
